Index,True Label,Predicted Label,sentence,word_index
5554,1,0,We 're midway through Act II and a solitary six-pack has yet to hove into view .,2
5555,0,1,We 're midway through Act II and a solitary six-pack has yet to hove into view .,4
5557,1,0,We 're midway through Act II and a solitary six-pack has yet to hove into view .,8
5560,0,1,We 're midway through Act II and a solitary six-pack has yet to hove into view .,13
5569,1,0,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",20
5570,1,0,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",21
5571,0,1,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",22
5572,1,0,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",24
5573,0,1,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",28
5586,1,0,"The most common reason for a biomusical is opportunism : take a star like Judy Garland or John Lennon , and you pick up a hit title and a hit score ready-made .",12
5595,0,1,"The most common reason for a biomusical is opportunism : take a star like Judy Garland or John Lennon , and you pick up a hit title and a hit score ready-made .",30
5596,0,1,"The most common reason for a biomusical is opportunism : take a star like Judy Garland or John Lennon , and you pick up a hit title and a hit score ready-made .",31
5613,1,0,Choke up at The Price Of Fame : ‘ I give ‘ em everything and they stick a knife in my back . ’,4
5618,1,0,Choke up at The Price Of Fame : ‘ I give ‘ em everything and they stick a knife in my back . ’,16
5619,1,0,Choke up at The Price Of Fame : ‘ I give ‘ em everything and they stick a knife in my back . ’,18
5621,0,1,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",0
5622,0,1,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",1
5628,1,0,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",20
5629,1,0,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",23
5630,1,0,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",26
5643,1,0,The justification for this is authenticity .,1
5665,0,1,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction .",17
5670,1,0,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction .",30
5692,1,0,They live only through The Sound Of Music and Funny Girl .,1
5700,0,1,Buddy Holly comes somewhere between the subjects of those and more parasitic biographies .,3
5706,0,1,"His records are still played , but his personality , unexposed through movies or extensive TV interviews , is almost entirely unknown .",4
5721,1,0,"It is , in theory , the best of both worlds — except that Buddy Holly , by all accounts , was not terribly interesting .",23
5773,1,0,Or : ‘ Cruising and playing the radio With no particular place to go . ’,3
5782,1,0,"Berry 's songs are plausible emblems of rock'n'roll rebellion or , at any rate , youthful hedonism .",5
5801,0,1,"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’",32
5811,1,0,"The voice of rock'n'roll , in contrast , is almost unrelievedly soupy .",1
5815,1,0,"The voice of rock'n'roll , in contrast , is almost unrelievedly soupy .",11
5822,0,1,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",16
5823,0,1,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",17
5824,0,1,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",18
5825,1,0,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",21
5831,1,0,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",35
5832,0,1,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",36
5835,1,0,Or : ‘ You give me all your lovin' And your turtle-dovin' . ’,11
